market,side,size,entry_price,realised_pnl,trade_pnl,funding_fees,trading_fees,exit_price,exit_type,closed_at
RESOLV-USD,LONG,110,0.12885,-0.034503,-0.0308,0.002668,-0.006371,0.12857,TRADE,2025-11-22T10:09:53.398Z
AVAX-USD,SHORT,1.1,13.271,-0.003078,0.0033,0.000189,-0.006567,13.268,TRADE,2025-11-22T10:09:53.423Z
LINEA-USD,LONG,1500,0.009333,-0.052461,-0.0495,0.003326,-0.006287,0.0093,TRADE,2025-11-22T10:09:53.486Z
RESOLV-USD,LONG,110,0.129,-0.017382,-0.011,0,-0.006382,0.1289,TRADE,2025-11-22T09:53:34.105Z
AVNT-USD,LONG,38,0.3919,0.004697,0.0114,0,-0.006703,0.3922,TRADE,2025-11-22T09:53:33.596Z
AVAX-USD,SHORT,1.1,13.257,-0.025266,-0.0187,0,-0.006566,13.274,TRADE,2025-11-22T09:53:33.347Z
LINEA-USD,LONG,1600,0.009313,0.02049,0.0272,0,-0.00671,0.00933,TRADE,2025-11-22T09:53:33.712Z
APT-USD,LONG,6.4,2.3191,0.105297,0.112,0,-0.006703,2.3366,TRADE,2025-11-22T09:36:22.258Z
AVAX-USD,SHORT,1.1,13.28,-0.046181,-0.0396,0,-0.006581,13.316,TRADE,2025-11-22T09:36:22.544Z
WLD-USD,SHORT,25,0.5888,-0.141654,-0.135,0,-0.006654,0.5942,TRADE,2025-11-22T09:36:22.501Z
LINEA-USD,LONG,1600,0.0093,0.081285,0.088,0,-0.006715,0.009355,TRADE,2025-11-22T09:36:22.277Z
AVNT-USD,LONG,37,0.3933,0.063736,0.0703,0,-0.006564,0.3952,TRADE,2025-11-22T09:36:22.039Z
RESOLV-USD,LONG,120,0.12368,-0.028273,-0.0216,0,-0.006673,0.1235,TRADE,2025-11-22T01:20:11.196Z
AVNT-USD,LONG,36,0.4082,0.018582,0.0252,0,-0.006618,0.4089,TRADE,2025-11-22T01:20:10.759Z
WLD-USD,SHORT,50,0.6007,-0.001012,0.0125,0,-0.013512,0.6005,TRADE,2025-11-22T01:20:11.180Z
LINEA-USD,LONG,1500,0.009538,-0.025933,-0.0195,0,-0.006433,0.009525,TRADE,2025-11-22T01:20:10.991Z
XPL-USD,LONG,70,0.20496,-0.012054,-0.0056,0,-0.006454,0.20488,TRADE,2025-11-22T01:20:11.235Z
WLD-USD,SHORT,25,0.5879,-0.021616,-0.015,0,-0.006616,0.5885,TRADE,2025-11-21T23:27:35.548Z
XPL-USD,LONG,70,0.20585,0.02221,0.0287,0,-0.00649,0.20626,TRADE,2025-11-21T23:27:35.551Z
TIA-USD,SHORT,23,0.6527,-0.03436,-0.0276,0,-0.00676,0.6539,TRADE,2025-11-21T23:27:35.302Z
LINEA-USD,LONG,1500,0.009528,-0.021427,-0.015,0,-0.006427,0.009518,TRADE,2025-11-21T23:27:35.791Z
WLD-USD,SHORT,25,0.5822,-0.009049,-0.0025,0,-0.006549,0.5823,TRADE,2025-11-21T23:17:39.007Z
XPL-USD,LONG,70,0.20358,-0.020409,-0.014,0,-0.006409,0.20338,TRADE,2025-11-21T23:17:39.089Z
TIA-USD,SHORT,23,0.6478,-0.018206,-0.0115,0,-0.006706,0.6483,TRADE,2025-11-21T23:17:39.348Z
LINEA-USD,LONG,1500,0.009459,-0.037877,-0.0315,0,-0.006377,0.009438,TRADE,2025-11-21T23:17:39.219Z
TIA-USD,SHORT,23,0.6398,-0.075636,-0.069,0,-0.006636,0.6428,TRADE,2025-11-21T23:14:13.605Z
XPL-USD,LONG,70,0.2011,0.047554,0.0539,0,-0.006346,0.20187,TRADE,2025-11-21T23:14:13.636Z
AVAX-USD,SHORT,1.1,13.203,-0.03404,-0.0275,0,-0.00654,13.228,TRADE,2025-11-21T23:14:13.832Z
RESOLV-USD,LONG,120,0.12341,-0.009063,-0.0024,0,-0.006663,0.12339,TRADE,2025-11-21T23:14:13.861Z
AVAX-USD,SHORT,1.1,13.192,-0.028534,-0.022,0,-0.006534,13.212,TRADE,2025-11-21T23:08:47.609Z
XPL-USD,LONG,70,0.2008,0.044065,0.0504,0,-0.006335,0.20152,TRADE,2025-11-21T23:08:47.333Z
RESOLV-USD,LONG,120,0.12361,-0.021071,-0.0144,0,-0.006671,0.12349,TRADE,2025-11-21T23:08:47.552Z
LINEA-USD,LONG,1600,0.009309,0.026891,0.0336,0,-0.006709,0.00933,TRADE,2025-11-21T23:08:47.543Z
AVNT-USD,LONG,37,0.3975,-0.047309,-0.0407,0,-0.006609,0.3964,TRADE,2025-11-21T23:06:20.485Z
XPL-USD,LONG,70,0.20217,-0.046959,-0.0406,0,-0.006359,0.20159,TRADE,2025-11-21T23:06:20.699Z
RESOLV-USD,LONG,120,0.12387,-0.057077,-0.0504,0,-0.006677,0.12345,TRADE,2025-11-21T23:06:20.697Z
LINEA-USD,LONG,1500,0.00935,-0.0513,-0.045,0,-0.0063,0.00932,TRADE,2025-11-21T23:06:20.503Z
AVNT-USD,LONG,37,0.3982,-0.010329,-0.0037,0,-0.006629,0.3981,TRADE,2025-11-21T23:01:19.899Z
XPL-USD,LONG,70,0.20328,-0.055391,-0.049,0,-0.006391,0.20258,TRADE,2025-11-21T23:01:19.692Z
TIA-USD,SHORT,23,0.6407,-0.013532,-0.0069,0,-0.006632,0.641,TRADE,2025-11-21T23:01:19.910Z
LINEA-USD,LONG,1500,0.00937,-0.034817,-0.0285,0,-0.006317,0.009351,TRADE,2025-11-21T23:01:20.090Z
LINEA-USD,LONG,1500,0.009452,-0.144349,-0.138,0,-0.006349,0.00936,TRADE,2025-11-21T22:52:17.041Z
AVNT-USD,LONG,37,0.3997,-0.110231,-0.1036,0,-0.006631,0.3969,TRADE,2025-11-21T22:52:17.026Z
WLD-USD,SHORT,25,0.5856,0.24847,0.255,0,-0.00653,0.5754,TRADE,2025-11-21T22:52:17.012Z
TIA-USD,SHORT,23,0.6501,0.257832,0.2645,0,-0.006668,0.6386,TRADE,2025-11-21T22:52:17.472Z
APT-USD,LONG,6.1,2.4125,-0.017599,-0.01098,0,-0.006619,2.4107,TRADE,2025-11-21T22:12:32.516Z
AVNT-USD,LONG,36,0.4062,-0.020976,-0.0144,0,-0.006576,0.4058,TRADE,2025-11-21T22:12:32.759Z
RESOLV-USD,LONG,110,0.12672,-0.010671,-0.0044,0,-0.006271,0.12668,TRADE,2025-11-21T22:12:32.608Z
LINEA-USD,LONG,1500,0.009579,-0.009464,-0.003,0,-0.006464,0.009577,TRADE,2025-11-21T22:12:32.262Z
AERO-USD,SHORT,22,0.67479,0.048745,0.05522,0.000192,-0.006667,0.67228,TRADE,2025-11-21T22:10:59.628Z
RESOLV-USD,LONG,110,0.12606,0.068048,0.0737,0.000603,-0.006255,0.12673,TRADE,2025-11-21T22:11:00.030Z
KAITO-USD,LONG,22,0.6766,0.011367,0.0154,0.002668,-0.006701,0.6773,TRADE,2025-11-21T22:10:59.674Z
LINEA-USD,LONG,1500,0.009663,-0.119546,-0.114,0.00095,-0.006496,0.009587,TRADE,2025-11-21T22:10:59.943Z
BERA-USD,LONG,14,1.0154,0.237149,0.2436,0,-0.006451,1.0328,TRADE,2025-11-21T21:50:35.846Z
BERA-USD,LONG,28,1.0178,-0.1178,-0.105,0,-0.0128,1.0141,TRADE,2025-11-21T21:10:06.412Z
AERO-USD,SHORT,66,0.66736,0.02045,0.04026,0,-0.01981,0.66675,TRADE,2025-11-21T21:05:39.345Z
WLD-USD,SHORT,25,0.5866,-0.309166,-0.3025,0,-0.006666,0.5987,TRADE,2025-11-21T21:50:35.874Z
KAITO-USD,LONG,22,0.6584,0.387425,0.3916,0.002431,-0.006606,0.6762,TRADE,2025-11-21T21:50:35.641Z
EIGEN-USD,LONG,26,0.5721,0.119685,0.1274,-0.000994,-0.006721,0.577,TRADE,2025-11-21T21:00:10.814Z
RESOLV-USD,LONG,120,0.12112,0.534181,0.5388,0.002042,-0.006661,0.12561,TRADE,2025-11-21T21:50:35.856Z
BNB-USD,LONG,0.018,812.31,0.159378,0.16902,-0.003026,-0.006616,821.7,TRADE,2025-11-21T20:55:14.896Z
FARTCOIN-USD,LONG,65,0.22765,-0.680873,-0.6734,-0.000967,-0.006506,0.21729,TRADE,2025-11-21T21:50:35.846Z
APT-USD,SHORT,6,2.4915,0.122303,0.129,0,-0.006697,2.47,TRADE,2025-11-21T15:45:46.109Z
POPCAT-USD,SHORT,160,0.09394,0.054051,0.0608,0,-0.006749,0.09356,TRADE,2025-11-21T15:45:46.286Z
APEX-USD,SHORT,20,0.74908,0.147694,0.1544,0,-0.006706,0.74136,TRADE,2025-11-21T15:45:46.301Z
EDEN-USD,SHORT,180,0.07997,0.232978,0.2394,0,-0.006422,0.07864,TRADE,2025-11-21T15:45:46.092Z
PUMP-USD,LONG,5400,0.002748,0.025716,0.0324,0,-0.006684,0.002754,TRADE,2025-11-21T15:23:41.137Z
WLFI-USD,SHORT,120,0.12241,-0.035416,-0.0288,0,-0.006616,0.12265,TRADE,2025-11-21T15:23:41.247Z
APT-USD,SHORT,6,2.4974,0.006461,0.0132,0,-0.006739,2.4952,TRADE,2025-11-21T15:23:41.117Z
POPCAT-USD,SHORT,161,0.09373,-0.043828,-0.03703,0,-0.006798,0.09396,TRADE,2025-11-21T15:23:41.250Z
EDEN-USD,SHORT,190,0.07824,-0.033294,-0.0266,0,-0.006694,0.07838,TRADE,2025-11-21T15:18:44.625Z
WLFI-USD,SHORT,120,0.12292,0.061779,0.0684,0,-0.006621,0.12235,TRADE,2025-11-21T15:18:44.645Z
KAITO-USD,SHORT,22,0.6628,-0.059372,-0.0528,0,-0.006572,0.6652,TRADE,2025-11-21T15:18:44.168Z
LINEA-USD,SHORT,1500,0.009535,-0.051446,-0.045,0,-0.006446,0.009565,TRADE,2025-11-21T15:18:44.184Z
1000BONK-USD,SHORT,1600,0.008913,-0.276131,-0.2704,0.000746,-0.006477,0.009082,TRADE,2025-11-21T15:09:32.603Z
KAITO-USD,LONG,22,0.6628,-0.00804,-0.0022,0.00072,-0.00656,0.6627,TRADE,2025-11-21T15:09:32.424Z
AVNT-USD,LONG,37,0.3999,-0.083401,-0.0777,0.000939,-0.00664,0.3978,TRADE,2025-11-21T15:09:32.441Z
SEI-USD,SHORT,110,0.13186,-0.21208,-0.2057,0.000192,-0.006572,0.13373,TRADE,2025-11-21T15:09:32.656Z
LINEA-USD,SHORT,1500,0.009452,-0.001879,0.0045,0,-0.006379,0.009449,TRADE,2025-11-21T14:27:23.837Z
SOL-USD,SHORT,0.11,126.84,0.07294,0.0792,0,-0.00626,126.12,TRADE,2025-11-21T14:27:23.444Z
KAITO-USD,LONG,22,0.6646,-0.019775,-0.0132,0,-0.006575,0.664,TRADE,2025-11-21T14:27:24.150Z
EDEN-USD,SHORT,190,0.07628,-0.188962,-0.1824,0,-0.006562,0.07724,TRADE,2025-11-21T14:27:23.974Z
EDEN-USD,SHORT,190,0.07635,-0.010327,-0.0038,0,-0.006527,0.07637,TRADE,2025-11-21T14:13:24.305Z
DOGE-USD,SHORT,110,0.1397,0.004765,0.011,0.000677,-0.006912,0.1396,TRADE,2025-11-21T14:13:25Z
1000BONK-USD,SHORT,1600,0.008966,0.011913,0.0176,0.000763,-0.00645,0.008955,TRADE,2025-11-21T14:13:25.064Z
LINEA-USD,SHORT,1500,0.009513,0.074086,0.078,0.002489,-0.006403,0.009461,TRADE,2025-11-21T14:13:24.812Z
1000SHIB-USD,SHORT,1800,0.008277,0.716591,0.72,0.003133,-0.006542,0.007877,TRADE,2025-11-21T13:16:13.003Z
APT-USD,SHORT,5.4,2.7443,1.271086,1.2744,0.003067,-0.006381,2.5083,TRADE,2025-11-21T13:16:12.741Z
DOGE-USD,SHORT,110,0.15006,1.164311,1.1627,0.008776,-0.007165,0.13949,TRADE,2025-11-21T13:16:12.943Z
SOL-USD,SHORT,0.11,133.61,0.743343,0.7469,0.002887,-0.006444,126.82,TRADE,2025-11-21T13:16:12.525Z
EDEN-USD,SHORT,180,0.08378,-0.02659,-0.0198,0,-0.00679,0.08389,TRADE,2025-11-20T21:13:10.499Z
SOL-USD,SHORT,0.11,133.68,-0.003315,0.0033,0,-0.006615,133.65,TRADE,2025-11-20T21:13:10.066Z
BERA-USD,SHORT,13,1.0977,-0.018123,-0.0117,0,-0.006423,1.0986,TRADE,2025-11-20T21:13:09.992Z
EIGEN-USD,LONG,23,0.6226,0.016552,0.023,0,-0.006448,0.6236,TRADE,2025-11-20T21:13:10.009Z
SUI-USD,SHORT,10,1.5041,-0.06078,-0.054,0,-0.00678,1.5095,TRADE,2025-11-20T21:02:50.693Z
BERA-USD,SHORT,13,1.0905,-0.096098,-0.0897,0,-0.006398,1.0974,TRADE,2025-11-20T21:02:50.305Z
EIGEN-USD,LONG,24,0.6195,0.053297,0.06,0,-0.006703,0.622,TRADE,2025-11-20T21:02:50.545Z
LINEA-USD,LONG,1500,0.009892,0.026317,0.033,0,-0.006683,0.009914,TRADE,2025-11-20T21:02:50.302Z
LDO-USD,SHORT,22,0.6675,0.006595,0.0132,0,-0.006605,0.6669,TRADE,2025-11-20T20:59:16.734Z
EIGEN-USD,LONG,24,0.6205,-0.042692,-0.036,0,-0.006692,0.619,TRADE,2025-11-20T20:59:16.972Z
AVNT-USD,SHORT,38,0.3945,0.01226,0.019,0,-0.00674,0.394,TRADE,2025-11-20T20:59:17.181Z
BERA-USD,SHORT,13,1.0919,0.013118,0.0195,0,-0.006382,1.0904,TRADE,2025-11-20T20:59:16.718Z
LDO-USD,SHORT,22,0.6695,0.019778,0.0264,0,-0.006622,0.6683,TRADE,2025-11-20T20:41:27.128Z
SUI-USD,SHORT,10,1.5027,0.013243,0.02,0,-0.006757,1.5007,TRADE,2025-11-20T20:41:27.411Z
EIGEN-USD,LONG,23,0.6216,0.007365,0.0138,0,-0.006435,0.6222,TRADE,2025-11-20T20:40:14.258Z
BERA-USD,SHORT,13,1.0899,-0.015477,-0.0091,0,-0.006377,1.0906,TRADE,2025-11-20T20:41:27.106Z
SEI-USD,SHORT,100,0.14188,-0.144415,-0.138,0,-0.006415,0.14326,TRADE,2025-11-20T20:32:07.078Z
EIGEN-USD,LONG,24,0.6198,0.127677,0.1344,0,-0.006723,0.6254,TRADE,2025-11-20T20:32:07.116Z
BERA-USD,SHORT,13,1.089,-0.075285,-0.0689,0,-0.006385,1.0943,TRADE,2025-11-20T20:32:07.095Z
LINEA-USD,LONG,1500,0.00985,0.086331,0.093,0,-0.006669,0.009912,TRADE,2025-11-20T20:32:07.077Z
1000BONK-USD,SHORT,1400,0.010331,0.807679,0.8134,0.000604,-0.006325,0.00975,TRADE,2025-11-20T17:00:17.403Z
APEX-USD,SHORT,19,0.78837,0.437099,0.44156,0.002179,-0.00664,0.76513,TRADE,2025-11-20T17:00:17.022Z
ONDO-USD,SHORT,28,0.5351,0.691897,0.6972,0.001282,-0.006585,0.5102,TRADE,2025-11-20T17:00:17.400Z
FARTCOIN-USD,SHORT,50,0.2975,1.4881,1.4925,0.001957,-0.006357,0.26765,TRADE,2025-11-20T17:00:17.247Z
SEI-USD,SHORT,100,0.15131,-0.119833,-0.113,0,-0.006833,0.15244,TRADE,2025-11-20T11:43:08.609Z
EIGEN-USD,LONG,22,0.6578,0.000087,0.0066,0,-0.006513,0.6581,TRADE,2025-11-20T11:37:07.176Z
APEX-USD,LONG,18,0.79517,-0.00716,-0.00072,0,-0.00644,0.79513,TRADE,2025-11-20T11:37:06.913Z
BERA-USD,SHORT,12,1.1653,-0.150472,-0.1428,-0.001348,-0.006324,1.1772,TRADE,2025-11-20T11:43:08.618Z
FARTCOIN-USD,SHORT,40,0.29619,-0.062543,-0.0572,0,-0.005343,0.29762,TRADE,2025-11-20T10:34:36.288Z
BERA-USD,LONG,10,1.1885,-0.08333,-0.078,0,-0.00533,1.1807,TRADE,2025-11-20T10:34:36.035Z
KAITO-USD,LONG,15,0.7769,-0.008243,-0.003,0,-0.005243,0.7767,TRADE,2025-11-20T10:18:28.996Z
JUP-USD,LONG,44,0.2702,-0.014147,-0.0088,0,-0.005347,0.27,TRADE,2025-11-20T10:17:50.811Z
JUP-USD,LONG,73,0.2706,-0.04538,-0.0365,0,-0.00888,0.2701,TRADE,2025-11-20T10:17:05.732Z
SEI-USD,LONG,130,0.15085,-0.016622,-0.0078,0,-0.008822,0.15079,TRADE,2025-11-20T10:15:44.119Z
SOL-USD,LONG,0.14,141.26,-0.010298,-0.0014,0,-0.008898,141.25,TRADE,2025-11-20T10:15:07.781Z
SOL-USD,LONG,0.14,141.34,-0.004705,0.0042,0,-0.008905,141.37,TRADE,2025-11-20T10:07:20.537Z
BERA-USD,LONG,15,1.182,0.019853,0.0422,0,-0.022347,1.183,TRADE,2025-11-20T10:18:59.170Z
RESOLV-USD,SHORT,150,0.12562,-0.10576,-0.1005,-0.000998,-0.004262,0.12629,TRADE,2025-11-20T10:18:58.607Z
ARB-USD,SHORT,85,0.2347,0.016789,0.0255,0.000259,-0.00897,0.2344,TRADE,2025-11-20T10:18:58.799Z
SEI-USD,LONG,130,0.15194,-0.015386,-0.0065,0,-0.008886,0.15189,TRADE,2025-11-20T09:54:08.976Z
AVNT-USD,LONG,45,0.4258,-0.028217,-0.0111,0.000509,-0.017626,0.4257,TRADE,2025-11-20T10:18:59.112Z
BERA-USD,LONG,16,1.1865,-0.019739,-0.0112,0,-0.008539,1.1858,TRADE,2025-11-20T09:52:51.808Z
SEI-USD,LONG,130,0.15155,-0.014063,-0.0052,0,-0.008863,0.15151,TRADE,2025-11-20T09:48:14.977Z
ZORA-USD,LONG,1000,0.059011,-0.056547,-0.03,0,-0.026547,0.058981,TRADE,2025-11-20T09:48:00.646Z
AVNT-USD,LONG,43,0.4263,-0.1109,-0.0756,0,-0.0353,0.4261,TRADE,2025-11-20T09:52:45.803Z
FARTCOIN-USD,SHORT,134,0.29982,0.427444,0.44153,0.003893,-0.017979,0.29653,TRADE,2025-11-20T10:18:58.539Z
EIGEN-USD,SHORT,90,0.6628,0.448033,0.474,0.000772,-0.026739,0.6576,TRADE,2025-11-20T10:18:59.189Z
APEX-USD,SHORT,50,0.79191,-0.331705,-0.324,0.010184,-0.017889,0.79839,TRADE,2025-11-20T10:18:58.818Z
BERA-USD,LONG,48,1.1887,-0.231552,-0.1888,0,-0.042752,1.1865,TRADE,2025-11-20T09:52:45.037Z
IP-USD,LONG,10,2.7225,-0.034245,-0.022,0,-0.012245,2.7203,TRADE,2025-11-20T01:28:20.647Z
APT-USD,LONG,13.1,2.8871,-0.066766,-0.00493,0,-0.061836,2.887,TRADE,2025-11-20T01:30:13.748Z
PUMP-USD,SHORT,6300,0.003192,0.02876,0.0378,0,-0.00904,0.003186,TRADE,2025-11-20T01:30:13.144Z
FARTCOIN-USD,SHORT,146,0.27329,0.010522,0.02847,0,-0.017948,0.2731,TRADE,2025-11-20T01:30:13.770Z
UNI-USD,SHORT,5.4,7.2872,0.09896,0.11664,0,-0.01768,7.2656,TRADE,2025-11-20T01:30:13.791Z
KAITO-USD,LONG,50,0.7818,-0.17904,-0.1175,0,-0.06154,0.7811,TRADE,2025-11-20T01:30:13.626Z
ZORA-USD,LONG,1000,0.053363,-0.933144,-0.597,0,-0.336144,0.053337,TRADE,2025-11-20T01:30:13.807Z
WLD-USD,LONG,29,0.6705,-0.014548,-0.0058,0,-0.008748,0.6703,TRADE,2025-11-20T01:25:56.161Z
IP-USD,LONG,10,2.7236,-0.022253,-0.01,0,-0.012253,2.7226,TRADE,2025-11-20T01:25:05.579Z
IP-USD,LONG,10,2.7248,-0.024858,-0.0126,0,-0.012258,2.7236,TRADE,2025-11-20T01:24:55.988Z
IP-USD,LONG,10,2.7245,-0.022257,-0.01,0,-0.012257,2.7235,TRADE,2025-11-20T01:24:44.474Z
IP-USD,LONG,10,2.7265,-0.041262,-0.029,0,-0.012262,2.7236,TRADE,2025-11-20T01:24:33.227Z
APT-USD,LONG,6.8,2.892,-0.016327,-0.00748,0,-0.008847,2.8909,TRADE,2025-11-20T01:25:55.919Z
UNI-USD,SHORT,2.7,7.2847,-0.00804,0.00081,0,-0.00885,7.2844,TRADE,2025-11-20T01:25:55.991Z
RESOLV-USD,LONG,150,0.13042,-0.110395,-0.084,0,-0.026395,0.13026,TRADE,2025-11-20T01:25:55.896Z
FARTCOIN-USD,SHORT,73,0.27338,-0.017742,-0.00876,0,-0.008982,0.2735,TRADE,2025-11-20T01:25:55.961Z
APEX-USD,SHORT,24,0.81021,-0.035636,-0.02688,0,-0.008756,0.81133,TRADE,2025-11-20T01:25:56.001Z
PUMP-USD,SHORT,12600,0.00319,-0.018085,0,0,-0.018085,0.00319,TRADE,2025-11-20T01:25:56.194Z
ZORA-USD,LONG,1000,0.053295,-0.356728,-0.117,0,-0.239728,0.053269,TRADE,2025-11-20T01:25:56.173Z
IP-USD,LONG,10,2.7329,-0.048688,-0.0364,0,-0.012288,2.7293,TRADE,2025-11-20T01:21:39.368Z
IP-USD,LONG,10,2.7324,-0.03229,-0.02,0,-0.01229,2.7304,TRADE,2025-11-20T01:21:19.014Z
IP-USD,LONG,10,2.7324,-0.03229,-0.02,0,-0.01229,2.7304,TRADE,2025-11-20T01:21:08.648Z
SEI-USD,LONG,130,0.14871,-0.009998,-0.0013,0,-0.008698,0.1487,TRADE,2025-11-20T01:21:01.027Z
AVNT-USD,LONG,44,0.4259,-0.085739,-0.0593,0,-0.026439,0.4255,TRADE,2025-11-20T01:21:39.792Z
IP-USD,LONG,10,2.7334,-0.036294,-0.024,0,-0.012294,2.731,TRADE,2025-11-20T01:20:52.463Z
IP-USD,LONG,10,2.7324,-0.026291,-0.014,0,-0.012291,2.731,TRADE,2025-11-20T01:20:44.888Z
SOL-USD,LONG,0.14,139,-0.010156,-0.0014,0,-0.008756,138.99,TRADE,2025-11-20T01:20:41.103Z
WLD-USD,LONG,29,0.6702,0.017349,0.0261,0,-0.008751,0.6711,TRADE,2025-11-20T01:21:39.595Z
IP-USD,LONG,10,2.7294,-0.034277,-0.022,0,-0.012277,2.7272,TRADE,2025-11-20T01:20:22.121Z
SOL-USD,LONG,0.14,139,-0.022753,-0.014,0,-0.008753,138.9,TRADE,2025-11-20T01:20:18.096Z
IP-USD,LONG,10,2.7304,-0.033281,-0.021,0,-0.012281,2.7283,TRADE,2025-11-20T01:20:06.032Z
SOL-USD,LONG,0.14,138.93,-0.004553,0.0042,0,-0.008753,138.96,TRADE,2025-11-20T01:20:02.227Z
APT-USD,LONG,13.5,2.8887,0.052796,0.07933,0,-0.026534,2.8926,TRADE,2025-11-20T01:21:39.612Z
PUMP-USD,SHORT,6300,0.00318,-0.059425,-0.0504,0,-0.009025,0.003188,TRADE,2025-11-20T01:21:39.856Z
KAITO-USD,LONG,25,0.7828,-0.137843,-0.085,0,-0.052843,0.7826,TRADE,2025-11-20T01:21:39.578Z
ZORA-USD,LONG,1000,0.05296,0.197684,0.293,0,-0.095316,0.052992,TRADE,2025-11-20T01:21:39.616Z
RESOLV-USD,LONG,300,0.13085,-0.369085,-0.2985,0,-0.070585,0.1306,TRADE,2025-11-20T01:21:39.866Z
SOL-USD,LONG,0.04,138.71,-0.010137,-0.0014,0,-0.008737,138.7,TRADE,2025-11-20T01:14:43.573Z
SOL-USD,LONG,0.14,138.8,-0.011543,-0.0028,0,-0.008743,138.78,TRADE,2025-11-20T01:14:25.351Z
SOL-USD,LONG,0.14,138.78,-0.010142,-0.0014,0,-0.008742,138.77,TRADE,2025-11-20T01:14:07.128Z
SOL-USD,LONG,0.14,138.75,-0.01014,-0.0014,0,-0.00874,138.74,TRADE,2025-11-20T01:13:30.984Z
SOL-USD,LONG,0.14,138.79,-0.010142,-0.0014,0,-0.008742,138.78,TRADE,2025-11-20T01:13:07.696Z
SEI-USD,LONG,260,0.14857,-0.140548,-0.0884,0,-0.052148,0.14852,TRADE,2025-11-20T01:15:29.327Z
WLD-USD,LONG,29,0.6715,-0.116173,-0.0899,0,-0.026273,0.6706,TRADE,2025-11-20T01:15:29.344Z
POPCAT-USD,SHORT,188,0.10664,0.053034,0.06204,0,-0.009006,0.10631,TRADE,2025-11-20T01:15:29.579Z
IP-USD,LONG,10,2.7345,-0.152581,-0.128,0,-0.024581,2.7281,TRADE,2025-11-20T01:15:29.606Z
UNI-USD,SHORT,2.7,7.2942,0.057303,0.06615,0,-0.008847,7.2697,TRADE,2025-11-20T01:15:29.371Z
KAITO-USD,LONG,50,0.7826,-0.19887,-0.1725,0,-0.02637,0.7803,TRADE,2025-11-20T01:15:29.313Z
ZORA-USD,LONG,1000,0.052921,-0.441538,-0.394,0,-0.047538,0.052724,TRADE,2025-11-20T01:15:29.369Z
RESOLV-USD,LONG,150,0.13074,-0.235729,-0.174,0,-0.061729,0.13058,TRADE,2025-11-20T01:15:29.350Z
SEI-USD,LONG,130,0.14835,-0.007832,0.0182,0,-0.026032,0.14837,TRADE,2025-11-20T01:09:01.058Z
SOL-USD,LONG,0.28,137.8,0.150601,0.168,0,-0.017399,138.4,TRADE,2025-11-20T01:09:00.847Z
UNI-USD,SHORT,2.7,7.2571,-0.02556,-0.01674,0,-0.00882,7.2633,TRADE,2025-11-20T01:09:01.141Z
PUMP-USD,SHORT,6300,0.003183,-0.027927,-0.0189,0,-0.009027,0.003186,TRADE,2025-11-20T01:09:01.142Z
FARTCOIN-USD,SHORT,73,0.2725,-0.090729,-0.08176,0,-0.008969,0.27362,TRADE,2025-11-20T01:09:01.121Z
KAITO-USD,LONG,25,0.7783,0.1037,0.1475,0,-0.0438,0.7793,TRADE,2025-11-20T01:09:01.359Z
ZORA-USD,LONG,1000,0.052912,-0.315055,-0.101,0,-0.214055,0.05285,TRADE,2025-11-20T01:09:01.167Z
RESOLV-USD,LONG,150,0.13143,-0.166335,-0.1575,0,-0.008835,0.13038,TRADE,2025-11-20T01:09:01.062Z
SOL-USD,SHORT,0.3,137.02,-0.107982,-0.09,0.000535,-0.018517,137.32,TRADE,2025-11-20T01:02:04.108Z
AVAX-USD,SHORT,3.8,14.254,-0.026498,-0.0038,0.001677,-0.024375,14.255,TRADE,2025-11-20T01:02:04.136Z
ETH-USD,SHORT,0.017,3042.6,0.366779,0.3893,0.000666,-0.023187,3019.7,TRADE,2025-11-20T01:02:04.707Z
BTC-USD,SHORT,0.00127,92009,0.175843,0.22686,0.001514,-0.052531,91831,TRADE,2025-11-20T01:02:04.127Z
ARB-USD,SHORT,345,0.229,0.073496,0.108,0.001024,-0.035528,0.2287,TRADE,2025-11-20T01:02:04.737Z
AVAX-USD,SHORT,4.1,14.273,-0.124754,-0.0984,0,-0.026354,14.297,TRADE,2025-11-20T00:35:53.648Z
ETH-USD,SHORT,0.014,3035.3,-0.139549,-0.1204,0,-0.019149,3043.9,TRADE,2025-11-20T00:35:53.661Z
SOL-USD,SHORT,0.21,137.2,-0.230358,-0.205,0,-0.025358,137.7,TRADE,2025-11-20T00:35:53.685Z
ARB-USD,SHORT,171,0.2297,-0.08609,-0.0684,0,-0.01769,0.2301,TRADE,2025-11-20T00:35:53.417Z
BTC-USD,SHORT,0.00057,91745,-0.262416,-0.23883,0,-0.023586,92164,TRADE,2025-11-20T00:35:53.894Z
AVAX-USD,SHORT,3.4,14.261,-0.104837,-0.083,0,-0.021837,14.286,TRADE,2025-11-20T00:22:09.007Z
SOL-USD,SHORT,0.35,136.55,-0.224551,-0.203,0,-0.021551,137.13,TRADE,2025-11-20T00:22:09.273Z
ETH-USD,SHORT,0.019,3013.1,-0.324129,-0.2983,0,-0.025829,3028.8,TRADE,2025-11-20T00:22:09.016Z
BTC-USD,SHORT,0.00045,91338,-0.162527,-0.144,0,-0.018527,91658,TRADE,2025-11-20T00:22:09.033Z
