market,side,size,entry_price,realised_pnl,trade_pnl,funding_fees,trading_fees,exit_price,exit_type,closed_at
XPL-USD,SHORT,570,0.175,-0.546599,-0.5016,0,-0.044999,0.17588,TRADE,2025-12-06T16:09:44.385Z
TAO-USD,LONG,0.35,280.69,-0.054705,-0.0105,0,-0.044205,280.66,TRADE,2025-12-06T16:04:46.981Z
APEX-USD,LONG,186,0.53216,-0.124502,-0.07998,0,-0.044522,0.53173,TRADE,2025-12-06T16:04:40.895Z
TIA-USD,LONG,172,0.5766,-0.05903,-0.0144,0,-0.04463,0.5766,TRADE,2025-12-06T16:04:34.721Z
AVNT-USD,LONG,299,0.3322,-0.134376,-0.0897,0,-0.044676,0.3319,TRADE,2025-12-06T16:01:01.952Z
RESOLV-USD,LONG,1290,0.07654,-0.102821,-0.0584,0,-0.044421,0.0765,TRADE,2025-12-06T16:00:54.268Z
MNT-USD,LONG,91,1.08294,-0.084377,-0.04004,0,-0.044337,1.0825,TRADE,2025-12-06T16:00:50.362Z
1000BONK-USD,SHORT,11000,0.009117,0.097102,0.143,-0.000802,-0.045096,0.009104,TRADE,2025-12-06T16:01:02.541Z
TRX-USD,LONG,340,0.29015,-0.074985,-0.0306,0,-0.044385,0.29006,TRADE,2025-12-06T15:58:50.095Z
TIA-USD,LONG,172,0.5754,-0.078927,-0.0344,0,-0.044527,0.5752,TRADE,2025-12-06T15:58:51.674Z
1000PEPE-USD,LONG,22500,0.004407,-0.025125,0.0195,0,-0.044625,0.004408,TRADE,2025-12-06T15:58:45.509Z
RESOLV-USD,LONG,1280,0.07693,-0.057107,-0.0128,0,-0.044307,0.07692,TRADE,2025-12-06T15:58:39.384Z
IP-USD,LONG,44,2.2214,-0.167155,-0.1232,0,-0.043955,2.2186,TRADE,2025-12-06T15:58:04.750Z
WIF-USD,SHORT,268,0.3741,-0.071922,-0.0268,0,-0.045122,0.3742,TRADE,2025-12-06T15:58:04.286Z
FARTCOIN-USD,SHORT,257,0.3906,0.13991,0.18504,0,-0.04513,0.38988,TRADE,2025-12-06T15:58:04.742Z
ENA-USD,SHORT,380,0.26164,0.137701,0.1824,0,-0.044699,0.26116,TRADE,2025-12-06T15:58:04.490Z
RESOLV-USD,LONG,1280,0.07698,-0.024147,0.0202,0,-0.044347,0.077,TRADE,2025-12-06T15:54:53.821Z
1000PEPE-USD,LONG,22500,0.004409,-0.067135,-0.0225,0,-0.044635,0.004408,TRADE,2025-12-06T15:54:47.665Z
MNT-USD,LONG,92,1.08049,-0.059448,-0.01472,0,-0.044728,1.08033,TRADE,2025-12-06T15:53:15.526Z
ONDO-USD,SHORT,215,0.4665,-0.045132,0,0,-0.045132,0.4665,TRADE,2025-12-06T15:53:16.090Z
XRP-USD,SHORT,49,2.0313,-0.00068,0.0441,0,-0.04478,2.0304,TRADE,2025-12-06T15:53:15.775Z
ZEC-USD,SHORT,0.3,334.22,0.183833,0.2289,0,-0.045067,333.457,TRADE,2025-12-06T15:53:15.788Z
RESOLV-USD,LONG,1280,0.07704,-0.088166,-0.0438,0,-0.044366,0.07701,TRADE,2025-12-06T15:52:12.996Z
IP-USD,LONG,44,2.2213,-0.08837,-0.0444,0,-0.04397,2.2203,TRADE,2025-12-06T15:52:06.858Z
TON-USD,LONG,62,1.5808,-0.031706,0.0124,0,-0.044106,1.581,TRADE,2025-12-06T15:37:26.199Z
RESOLV-USD,LONG,1290,0.07672,-0.431447,-0.387,0,-0.044447,0.07642,TRADE,2025-12-06T15:37:25.577Z
JUP-USD,LONG,441,0.2256,0.087501,0.1323,0,-0.044799,0.2259,TRADE,2025-12-06T15:37:25.602Z
LTC-USD,SHORT,1.24,81.13,-0.404242,-0.3596,0.000709,-0.045351,81.42,TRADE,2025-12-06T15:13:45.545Z
KAITO-USD,LONG,156,0.6362,0.080112,0.1248,0,-0.044688,0.637,TRADE,2025-12-06T13:16:01.460Z
CRV-USD,LONG,259,0.38186,-0.059337,-0.02849,0.013651,-0.044498,0.38175,TRADE,2025-12-06T13:00:49.396Z
KAITO-USD,LONG,155,0.6383,-0.168492,-0.124,0,-0.044492,0.6375,TRADE,2025-12-06T12:45:09.875Z
CRV-USD,LONG,260,0.38187,-0.099266,-0.0546,0,-0.044666,0.38166,TRADE,2025-12-06T12:29:27.837Z
KAITO-USD,LONG,155,0.6401,-0.306415,-0.279,0.017168,-0.044583,0.6383,TRADE,2025-12-06T12:13:49.821Z
WLFI-USD,SHORT,670,0.14881,-0.586307,-0.5159,-0.025425,-0.044982,0.14958,TRADE,2025-12-06T15:13:45.753Z
KAITO-USD,LONG,155,0.6406,-0.13766,-0.093,0,-0.04466,0.64,TRADE,2025-12-06T11:58:12.864Z
AERO-USD,SHORT,153,0.65582,-4.619634,-4.57011,-0.003344,-0.04618,0.68569,TRADE,2025-12-06T15:13:45.952Z
APEX-USD,LONG,185,0.53579,-0.098242,-0.05365,0,-0.044592,0.5355,TRADE,2025-12-06T11:42:57.859Z
AVNT-USD,LONG,301,0.3293,-0.074695,-0.0301,0,-0.044595,0.3292,TRADE,2025-12-06T11:42:49.678Z
KAITO-USD,LONG,155,0.6378,-0.168458,-0.124,0,-0.044458,0.637,TRADE,2025-12-06T11:16:30.760Z
WLFI-USD,LONG,660,0.14886,0.028373,0.0726,0,-0.044227,0.14897,TRADE,2025-12-06T11:12:34.754Z
RESOLV-USD,LONG,1300,0.07597,0.228497,0.273,0,-0.044503,0.07618,TRADE,2025-12-06T11:12:40.399Z
ZORA-USD,LONG,2100,0.047038,0.100417,0.1449,0,-0.044483,0.047107,TRADE,2025-12-06T11:12:37.578Z
1000PEPE-USD,LONG,6800,0.004352,-0.02487,-0.0136,0.002043,-0.013313,0.00435,TRADE,2025-12-06T11:00:15.061Z
TRUMP-USD,LONG,5,5.729,-0.038257,-0.025,-0.000373,-0.012884,5.724,TRADE,2025-12-06T11:00:20.692Z
WLFI-USD,LONG,200,0.14888,-0.027366,-0.014,0.000029,-0.013395,0.14881,TRADE,2025-12-06T11:00:17.886Z
BERA-USD,LONG,34,0.8608,-0.036964,-0.0238,0,-0.013164,0.8601,TRADE,2025-12-06T10:55:45.299Z
1000PEPE-USD,LONG,6800,0.004348,-0.006505,0.0068,0,-0.013305,0.004349,TRADE,2025-12-06T10:55:48.136Z
ONDO-USD,LONG,64,0.4629,-0.026127,-0.0128,0,-0.013327,0.4627,TRADE,2025-12-06T10:55:42.461Z
TRUMP-USD,LONG,5,5.73,-0.02289,-0.01,0,-0.01289,5.728,TRADE,2025-12-06T10:32:45.003Z
BERA-USD,LONG,34,0.8619,-0.006388,0.0068,0,-0.013188,0.8621,TRADE,2025-12-06T10:32:50.608Z
ADA-USD,LONG,62,0.4112,-0.020519,-0.0072,0,-0.013319,0.4111,TRADE,2025-12-06T10:32:47.801Z
TRUMP-USD,LONG,5,5.725,-0.017879,-0.005,0,-0.012879,5.724,TRADE,2025-12-06T10:31:16.356Z
BERA-USD,LONG,34,0.8604,0.007232,0.0204,0,-0.013168,0.861,TRADE,2025-12-06T10:31:19.235Z
ADA-USD,LONG,72,0.4111,-0.013318,0,0,-0.013318,0.4111,TRADE,2025-12-06T10:31:22.078Z
TRUMP-USD,LONG,5,5.727,-0.017883,-0.005,0,-0.012883,5.726,TRADE,2025-12-06T10:10:04.579Z
BERA-USD,LONG,34,0.8582,-0.019928,-0.0068,0,-0.013128,0.858,TRADE,2025-12-06T10:10:10.226Z
ARB-USD,LONG,146,0.2031,-0.027939,-0.0146,0,-0.013339,0.203,TRADE,2025-12-06T10:10:07.396Z
ENA-USD,LONG,110,0.2566,-0.037995,-0.0253,0,-0.012695,0.25637,TRADE,2025-12-06T10:05:59.832Z
IP-USD,LONG,13,2.2097,-0.054517,-0.0416,0,-0.012917,2.2065,TRADE,2025-12-06T09:52:50.082Z
BERA-USD,LONG,34,0.8634,-0.020008,-0.0068,0,-0.013208,0.8632,TRADE,2025-12-06T09:52:52.895Z
1000PEPE-USD,LONG,6800,0.004359,-0.033733,-0.0204,0,-0.013333,0.004356,TRADE,2025-12-06T09:52:55.681Z
IP-USD,LONG,13,2.2101,-0.010329,0.0026,0,-0.012929,2.2103,TRADE,2025-12-06T09:20:36.732Z
GRASS-USD,LONG,90,0.3303,-0.04037,-0.027,0,-0.01337,0.33,TRADE,2025-12-06T09:20:33.952Z
UNI-USD,LONG,5.4,5.4801,-0.013856,-0.00054,0,-0.013316,5.48,TRADE,2025-12-06T09:20:31.156Z
KAITO-USD,LONG,46,0.6372,0.009805,0.023,0,-0.013195,0.6377,TRADE,2025-12-06T08:47:51.973Z
ZRO-USD,LONG,21,1.3801,0.035249,0.0483,0,-0.013051,1.3824,TRADE,2025-12-06T08:47:49.202Z
AVAX-USD,LONG,2.2,13.19,-0.024055,-0.011,0,-0.013055,13.185,TRADE,2025-12-06T08:47:54.756Z
SUI-USD,LONG,19,1.5127,0.026959,0.0399,0,-0.012941,1.5148,TRADE,2025-12-06T08:37:52.865Z
APT-USD,SHORT,17.7,1.699,-0.070185,-0.05664,0,-0.013545,1.7022,TRADE,2025-12-06T08:41:47.701Z
1000SHIB-USD,LONG,3500,0.008312,0.039398,0.0525,0,-0.013102,0.008327,TRADE,2025-12-06T08:37:49.997Z
KAITO-USD,LONG,46,0.6362,-0.031564,-0.0184,0,-0.013164,0.6358,TRADE,2025-12-06T08:36:49.204Z
ZRO-USD,LONG,21,1.3818,-0.050849,-0.0378,0,-0.013049,1.38,TRADE,2025-12-06T08:36:56.560Z
S-USD,LONG,310,0.09502,-0.025651,-0.0124,0,-0.013251,0.09498,TRADE,2025-12-06T08:36:40.450Z
KAITO-USD,LONG,46,0.6372,-0.022387,-0.0092,0,-0.013187,0.637,TRADE,2025-12-06T08:27:14.894Z
ZRO-USD,LONG,21,1.3798,0.020554,0.0336,0,-0.013046,1.3814,TRADE,2025-12-06T08:27:17.738Z
TIA-USD,LONG,52,0.5678,-0.044479,-0.0312,0,-0.013279,0.5672,TRADE,2025-12-06T08:27:20.626Z
RESOLV-USD,LONG,380,0.07752,-0.017054,-0.0038,0,-0.013254,0.07751,TRADE,2025-12-06T08:12:13.088Z
ZRO-USD,LONG,21,1.381,-0.027746,-0.0147,0,-0.013046,1.3803,TRADE,2025-12-06T08:12:15.876Z
EDEN-USD,LONG,390,0.07568,-0.056171,-0.0429,0,-0.013271,0.07557,TRADE,2025-12-06T08:12:18.655Z
ZRO-USD,LONG,21,1.3785,0.028965,0.042,0,-0.013035,1.3805,TRADE,2025-12-06T07:47:06.213Z
RESOLV-USD,LONG,380,0.07752,0.081724,0.095,0,-0.013276,0.07777,TRADE,2025-12-06T07:47:09.083Z
ZEC-USD,LONG,0.1,351.762,0.154034,0.1699,0,-0.015866,353.461,TRADE,2025-12-06T07:47:11.895Z
KAITO-USD,LONG,46,0.6377,0.060384,0.0736,0,-0.013216,0.6393,TRADE,2025-12-06T07:43:58.827Z
ZRO-USD,LONG,21,1.3788,-0.040322,-0.0273,0,-0.013022,1.3775,TRADE,2025-12-06T07:43:58.821Z
AVAX-USD,LONG,2.2,13.239,-0.0395,-0.0264,0,-0.0131,13.227,TRADE,2025-12-06T07:43:58.838Z
ZRO-USD,LONG,21,1.384,-0.09286,-0.0798,0,-0.01306,1.3802,TRADE,2025-12-06T07:20:47.879Z
RESOLV-USD,LONG,380,0.07735,0.00577,0.019,0,-0.01323,0.0774,TRADE,2025-12-06T07:20:47.914Z
SUI-USD,LONG,19,1.5352,-0.049216,-0.0361,0,-0.013116,1.5333,TRADE,2025-12-06T07:20:47.787Z
APT-USD,LONG,17.3,1.7205,-0.050984,-0.04152,0.00392,-0.013384,1.7181,TRADE,2025-12-06T07:11:37.203Z
IP-USD,LONG,13,2.2111,-0.165373,-0.1521,-0.000373,-0.0129,2.1994,TRADE,2025-12-06T07:11:37.037Z
WLFI-USD,LONG,190,0.14956,0.09952,0.1102,0.002131,-0.012811,0.15014,TRADE,2025-12-06T07:11:37.226Z
KAITO-USD,LONG,46,0.6381,0.078771,0.092,0,-0.013229,0.6401,TRADE,2025-12-06T06:24:45.301Z
IP-USD,LONG,13,2.2115,-0.076622,-0.0637,0,-0.012922,2.2066,TRADE,2025-12-06T06:24:45.315Z
ZRO-USD,LONG,21,1.3879,-0.109693,-0.0966,0,-0.013093,1.3833,TRADE,2025-12-06T06:24:45.337Z
KAITO-USD,LONG,46,0.6416,-0.039888,-0.1748,0.148153,-0.013241,0.6378,TRADE,2025-12-06T06:03:47.329Z
EDEN-USD,LONG,400,0.0739,0.528259,0.48,0.061669,-0.01341,0.0751,TRADE,2025-12-06T06:03:47.127Z
ONDO-USD,LONG,64,0.4609,0.2355,0.2432,0.005627,-0.013327,0.4647,TRADE,2025-12-06T06:03:47.145Z
EDEN-USD,LONG,400,0.07388,-0.04929,-0.036,0,-0.01329,0.07379,TRADE,2025-12-05T17:45:39.724Z
RESOLV-USD,LONG,380,0.07846,-0.494896,-0.4826,0.001011,-0.013307,0.07719,TRADE,2025-12-05T17:40:03.703Z
NEAR-USD,LONG,17,1.668,0.133037,0.1462,-0.000371,-0.012792,1.6766,TRADE,2025-12-05T17:40:00.839Z
RESOLV-USD,LONG,380,0.07799,0.00466,0.018,0,-0.01334,0.07804,TRADE,2025-12-05T16:51:33.892Z
WLFI-USD,LONG,190,0.14986,0.133455,0.1463,0,-0.012845,0.15063,TRADE,2025-12-05T16:51:34.007Z
RESOLV-USD,LONG,370,0.07971,-0.050262,-0.037,0,-0.013262,0.07961,TRADE,2025-12-05T16:30:55.836Z
GRASS-USD,LONG,94,0.3158,-0.032153,-0.0188,0,-0.013353,0.3156,TRADE,2025-12-05T16:26:14.088Z
AVAX-USD,SHORT,2.2,13.472,-0.193777,-0.1804,0,-0.013377,13.554,TRADE,2025-12-05T16:25:19.447Z
APT-USD,SHORT,16.7,1.7947,-0.115379,-0.10187,0,-0.013509,1.8008,TRADE,2025-12-05T16:25:19.209Z
KAITO-USD,SHORT,45,0.6586,-0.116859,-0.1035,0,-0.013359,0.6609,TRADE,2025-12-05T16:25:19.445Z
BERA-USD,LONG,33,0.8893,0.09567,0.1089,0,-0.01323,0.8926,TRADE,2025-12-05T16:25:19.456Z
APEX-USD,SHORT,55,0.54166,-0.047513,-0.0341,0,-0.013413,0.54228,TRADE,2025-12-05T16:15:48.416Z
AVAX-USD,SHORT,2.2,13.494,-0.041964,-0.0286,0,-0.013364,13.507,TRADE,2025-12-05T16:15:48.551Z
RESOLV-USD,SHORT,180,0.07983,-0.029894,-0.0166,0,-0.013294,0.07987,TRADE,2025-12-05T16:15:49.036Z
APT-USD,LONG,16.5,1.7971,0.001504,0.01485,0,-0.013346,1.798,TRADE,2025-12-05T16:15:48.846Z
AVAX-USD,SHORT,2.2,13.571,0.140601,0.154,0,-0.013399,13.501,TRADE,2025-12-05T16:14:36.170Z
ZEC-USD,SHORT,0.1,376.008,0.709244,0.726,0,-0.016756,368.748,TRADE,2025-12-05T16:14:36.771Z
KAITO-USD,SHORT,45,0.6596,0.063161,0.0765,0,-0.013339,0.6579,TRADE,2025-12-05T16:14:36.994Z
JUP-USD,LONG,125,0.2379,-0.55076,-0.5375,0,-0.01326,0.2336,TRADE,2025-12-05T16:14:36.440Z
KAITO-USD,SHORT,45,0.6624,-0.008911,0.0045,0,-0.013411,0.6623,TRADE,2025-12-05T15:41:41.447Z
EIGEN-USD,LONG,54,0.5449,-0.051032,-0.0378,0,-0.013232,0.5442,TRADE,2025-12-05T15:41:41.723Z
ZEC-USD,SHORT,0.1,382.28,0.002403,0.0196,0,-0.017197,382.084,TRADE,2025-12-05T15:41:41.467Z
SUI-USD,LONG,18,1.6534,-0.088975,-0.0756,0,-0.013375,1.6492,TRADE,2025-12-05T15:41:41.335Z
EDEN-USD,LONG,380,0.07674,0.097053,0.1102,0,-0.013147,0.07703,TRADE,2025-12-05T15:40:33.441Z
ZEC-USD,SHORT,0.1,383.34,0.060868,0.0781,0,-0.017232,382.559,TRADE,2025-12-05T15:40:33.862Z
KAITO-USD,SHORT,45,0.6669,0.157535,0.171,0,-0.013465,0.6631,TRADE,2025-12-05T15:40:33.618Z
1000SHIB-USD,LONG,3500,0.008438,-0.069276,-0.056,0,-0.013276,0.008422,TRADE,2025-12-05T15:40:33.436Z
ZEC-USD,SHORT,0.1,383.377,-0.079565,-0.0623,0,-0.017265,384,TRADE,2025-12-05T15:31:10.054Z
EDEN-USD,LONG,380,0.07666,-0.00171,0.0114,0,-0.01311,0.07669,TRADE,2025-12-05T15:31:10.456Z
KAITO-USD,SHORT,45,0.6668,-0.009001,0.0045,0,-0.013501,0.6667,TRADE,2025-12-05T15:31:10.472Z
AVNT-USD,LONG,87,0.3403,0.02147,0.0348,0,-0.01333,0.3407,TRADE,2025-12-05T15:31:09.983Z
OP-USD,SHORT,95,0.3163,0.081501,0.095,0,-0.013499,0.3153,TRADE,2025-12-05T15:19:00.278Z
BERA-USD,SHORT,33,0.909,0.082224,0.0957,0,-0.013476,0.9061,TRADE,2025-12-05T15:19:00.962Z
ZEC-USD,LONG,0.1,385.225,-0.139007,-0.1217,0,-0.017307,384.008,TRADE,2025-12-05T15:19:00.540Z
EDEN-USD,LONG,390,0.07627,0.064598,0.078,0,-0.013402,0.07647,TRADE,2025-12-05T15:13:31.424Z
AVAX-USD,SHORT,2.1,13.761,-0.078118,-0.0651,0,-0.013018,13.792,TRADE,2025-12-05T15:13:31.444Z
WIF-USD,SHORT,78,0.3824,-0.177258,-0.1638,0,-0.013458,0.3845,TRADE,2025-12-05T15:13:31.658Z
ADA-USD,LONG,69,0.4292,-0.054717,-0.0414,0,-0.013317,0.4286,TRADE,2025-12-05T15:12:52.139Z
APEX-USD,LONG,55,0.5422,-0.011769,0.00165,0,-0.013419,0.54223,TRADE,2025-12-05T15:12:44.796Z
1000SHIB-USD,LONG,3500,0.008422,0.01473,0.028,0,-0.01327,0.00843,TRADE,2025-12-05T15:12:37.494Z
ZEC-USD,SHORT,0.1,384.496,0.027308,0.0446,0,-0.017292,384.05,TRADE,2025-12-05T15:09:30.479Z
OP-USD,LONG,93,0.3185,-0.208584,-0.1953,0,-0.013284,0.3164,TRADE,2025-12-05T15:09:30.661Z
RESOLV-USD,LONG,370,0.07929,0.064482,0.0777,0,-0.013218,0.0795,TRADE,2025-12-05T15:09:30.561Z
TRX-USD,LONG,100,0.28454,0.160929,0.174,-0.000228,-0.012843,0.28628,TRADE,2025-12-05T15:05:39.657Z
ZRO-USD,LONG,21,1.3658,0.081573,0.0945,0,-0.012927,1.3703,TRADE,2025-12-05T14:45:09.130Z
RESOLV-USD,LONG,380,0.07851,0.14614,0.1596,0,-0.01346,0.07893,TRADE,2025-12-05T14:45:09.096Z
TIA-USD,LONG,49,0.6033,0.06508,0.0784,0,-0.01332,0.6049,TRADE,2025-12-05T14:45:08.559Z
ZRO-USD,LONG,21,1.3669,-0.023414,-0.0105,0,-0.012914,1.3664,TRADE,2025-12-05T14:40:38.775Z
LINEA-USD,SHORT,3600,0.008327,-0.038694,-0.0252,0,-0.013494,0.008334,TRADE,2025-12-05T14:40:38.525Z
RESOLV-USD,LONG,380,0.07803,0.096833,0.1102,0,-0.013367,0.07832,TRADE,2025-12-05T14:40:38.357Z
LTC-USD,LONG,0.36,81.97,-0.042072,-0.0288,0,-0.013272,81.89,TRADE,2025-12-05T14:40:38.790Z
TIA-USD,LONG,49,0.6041,0.055265,0.0686,0,-0.013335,0.6055,TRADE,2025-12-05T14:39:30.552Z
RESOLV-USD,LONG,370,0.07971,-0.59034,-0.5772,0,-0.01314,0.07815,TRADE,2025-12-05T14:36:23.329Z
KAITO-USD,LONG,45,0.6605,0.009121,0.0225,0,-0.013379,0.661,TRADE,2025-12-05T14:36:23.288Z
EDEN-USD,LONG,380,0.07666,0.081871,0.095,0,-0.013129,0.07691,TRADE,2025-12-05T14:36:23.530Z
KAITO-USD,LONG,45,0.6604,-0.013372,0,0,-0.013372,0.6604,TRADE,2025-12-05T14:18:27.913Z
ADA-USD,LONG,56,0.4256,0.028585,0.042,0,-0.013415,0.4262,TRADE,2025-12-05T14:36:23.557Z
JUP-USD,LONG,105,0.2395,-0.036258,-0.0229,0,-0.013358,0.2393,TRADE,2025-12-05T14:18:43.132Z
EDEN-USD,LONG,380,0.0766,-0.04729,-0.0342,0,-0.01309,0.07651,TRADE,2025-12-05T14:18:20.609Z
1000SHIB-USD,LONG,3500,0.008362,-0.048162,-0.035,0,-0.013162,0.008352,TRADE,2025-12-05T14:17:30.507Z
RESOLV-USD,LONG,370,0.07899,0.101524,0.1147,0,-0.013176,0.0793,TRADE,2025-12-05T14:17:30.240Z
ZEC-USD,SHORT,0.1,378.361,0.032586,0.0496,0,-0.017014,377.865,TRADE,2025-12-05T14:17:30.020Z
APEX-USD,LONG,56,0.52873,-0.072109,-0.0588,0,-0.013309,0.52768,TRADE,2025-12-05T14:17:30.444Z
EDEN-USD,LONG,380,0.07686,-0.176505,-0.1634,0,-0.013105,0.07643,TRADE,2025-12-05T14:13:46.942Z
ZEC-USD,SHORT,0.1,379.747,0.142848,0.1599,0,-0.017052,378.148,TRADE,2025-12-05T14:13:46.671Z
RESOLV-USD,LONG,380,0.07837,0.092976,0.1064,0,-0.013424,0.07865,TRADE,2025-12-05T14:13:46.956Z
APEX-USD,SHORT,57,0.52983,0.03088,0.04446,0,-0.01358,0.52905,TRADE,2025-12-05T14:13:46.813Z
WIF-USD,SHORT,80,0.3761,-0.053547,-0.04,0,-0.013547,0.3766,TRADE,2025-12-05T14:10:21.790Z
KAITO-USD,LONG,45,0.662,-0.026901,-0.0135,0,-0.013401,0.6617,TRADE,2025-12-05T14:10:30.547Z
RESOLV-USD,LONG,370,0.07836,-0.03894,-0.0259,0,-0.01304,0.07829,TRADE,2025-12-05T14:10:14.495Z
XRP-USD,LONG,21,2.0612,0.016214,0.0357,0,-0.019486,2.0629,TRADE,2025-12-05T14:10:07.129Z
ZEC-USD,SHORT,0.1,383.025,0.138199,0.1554,0,-0.017201,381.471,TRADE,2025-12-05T14:07:30.788Z
ADA-USD,LONG,69,0.4259,0.028167,0.0414,0,-0.013233,0.4265,TRADE,2025-12-05T14:07:30.713Z
KAITO-USD,LONG,44,0.663,-0.08351,-0.0704,0,-0.01311,0.6614,TRADE,2025-12-05T14:07:30.774Z
SEI-USD,LONG,220,0.13175,-0.02404,-0.011,0,-0.01304,0.1317,TRADE,2025-12-05T14:07:30.546Z
EDEN-USD,LONG,380,0.07701,-0.020766,-0.0076,0,-0.013166,0.07699,TRADE,2025-12-05T10:48:47.144Z
TRUMP-USD,LONG,5,5.915,-0.068296,-0.055,0,-0.013296,5.904,TRADE,2025-12-05T10:48:47.225Z
PENGU-USD,SHORT,2600,0.011364,0.069924,0.0832,0,-0.013276,0.011332,TRADE,2025-12-05T10:48:47.238Z
KAITO-USD,LONG,43,0.691,-0.198228,-0.1849,0,-0.013328,0.6867,TRADE,2025-12-05T10:48:47.118Z
IP-USD,LONG,13,2.2575,0.088171,0.1014,0,-0.013229,2.2653,TRADE,2025-12-05T10:23:14.423Z
TIA-USD,SHORT,48,0.6177,-0.099761,-0.0864,0,-0.013361,0.6195,TRADE,2025-12-05T10:23:06.845Z
RESOLV-USD,SHORT,170,0.07594,0.008379,0.0217,0,-0.013321,0.07588,TRADE,2025-12-05T10:22:59.226Z
AVNT-USD,LONG,88,0.3359,0.013094,0.0264,0,-0.013306,0.3362,TRADE,2025-12-05T10:22:51.626Z
HYPE-USD,SHORT,0.93,32.187,0.045522,0.05859,0.000388,-0.013456,32.124,TRADE,2025-12-05T10:03:25.074Z
OP-USD,SHORT,95,0.316,0.022848,0.038,-0.001653,-0.013499,0.3156,TRADE,2025-12-05T10:03:25.591Z
KAITO-USD,LONG,43,0.6847,-0.017023,-0.0215,0.01772,-0.013243,0.6842,TRADE,2025-12-05T10:03:25.225Z
EIGEN-USD,SHORT,55,0.5427,-0.008497,0.0055,-0.000568,-0.013429,0.5426,TRADE,2025-12-05T10:03:25.216Z
ENA-USD,LONG,100,0.27875,0.004454,0.017,0,-0.012546,0.27892,TRADE,2025-12-05T09:55:21.287Z
TRX-USD,LONG,100,0.28446,-0.025797,-0.013,0,-0.012797,0.28433,TRADE,2025-12-05T09:55:13.652Z
KAITO-USD,LONG,43,0.6873,-0.133671,-0.1204,0,-0.013271,0.6845,TRADE,2025-12-05T09:55:06.010Z
HYPE-USD,SHORT,0.77,32.198,0.029636,0.0431,0,-0.013464,32.151,TRADE,2025-12-05T09:46:34.442Z
AVAX-USD,SHORT,2.1,13.964,0.020413,0.0336,0,-0.013187,13.948,TRADE,2025-12-05T09:46:34.452Z
APEX-USD,SHORT,56,0.53321,0.067782,0.0812,0,-0.013418,0.53176,TRADE,2025-12-05T09:46:34.412Z
KAITO-USD,LONG,43,0.6821,-0.021796,-0.0086,0,-0.013196,0.6819,TRADE,2025-12-05T09:45:21.394Z
EDEN-USD,LONG,380,0.077,-0.082583,-0.076,0,-0.006583,0.0768,TRADE,2025-12-05T09:44:56.080Z
SUI-USD,LONG,18,1.6113,-0.050842,-0.0378,0,-0.013042,1.6092,TRADE,2025-12-05T09:44:46.960Z
BERA-USD,SHORT,32,0.9298,0.037823,0.0512,0,-0.013377,0.9282,TRADE,2025-12-05T05:44:08.374Z
OP-USD,LONG,93,0.3189,0.005251,0.0186,0,-0.013349,0.3191,TRADE,2025-12-05T05:44:08.383Z
KAITO-USD,LONG,42,0.705,-0.042717,-0.0294,0,-0.013317,0.7043,TRADE,2025-12-05T05:44:08.178Z
RESOLV-USD,LONG,380,0.0781,0.10062,0.114,0,-0.01338,0.0784,TRADE,2025-12-05T05:44:08.401Z
APEX-USD,SHORT,57,0.52795,-0.591683,-0.57912,0.001108,-0.013671,0.53811,TRADE,2025-12-05T05:32:40.747Z
MON-USD,SHORT,1070,0.0282,1.872702,1.8832,0.002656,-0.013154,0.02644,TRADE,2025-12-05T05:32:41.162Z
HYPE-USD,LONG,0.9,33.128,0.228476,0.2412,0.000746,-0.01347,33.396,TRADE,2025-12-04T22:13:34.444Z
APT-USD,SHORT,15.6,1.9317,0.5257,0.53664,0.002499,-0.013439,1.8973,TRADE,2025-12-05T05:32:40.734Z
LINEA-USD,SHORT,3400,0.008679,-0.157561,-0.1462,0.00195,-0.013311,0.008722,TRADE,2025-12-05T05:32:41.150Z
ARB-USD,LONG,138,0.2154,0.000034,0.0138,-0.000387,-0.013379,0.2155,TRADE,2025-12-04T22:23:46.967Z
XPL-USD,SHORT,150,0.1901,0.024678,0.0375,0,-0.012822,0.18985,TRADE,2025-12-04T21:57:25.075Z
WLFI-USD,SHORT,190,0.15323,-0.003598,0.0095,0,-0.013098,0.15318,TRADE,2025-12-04T21:57:25.050Z
JUP-USD,SHORT,124,0.2419,-0.075511,-0.062,0,-0.013511,0.2424,TRADE,2025-12-04T21:57:25.247Z
ARB-USD,LONG,138,0.2156,-0.040982,-0.0276,0,-0.013382,0.2154,TRADE,2025-12-04T21:57:25.067Z
JUP-USD,SHORT,123,0.2432,-0.099579,-0.0861,0,-0.013479,0.2439,TRADE,2025-12-04T21:38:23.475Z
MON-USD,LONG,1020,0.02899,-0.105085,-0.0918,0,-0.013285,0.0289,TRADE,2025-12-04T21:38:23.718Z
BERA-USD,LONG,32,0.9182,-0.029218,-0.016,0,-0.013218,0.9177,TRADE,2025-12-04T21:38:23.895Z
KAITO-USD,LONG,45,0.6626,-0.103396,-0.09,0,-0.013396,0.6606,TRADE,2025-12-04T21:34:52.052Z
LDO-USD,LONG,47,0.6293,-0.064997,-0.0517,0,-0.013297,0.6282,TRADE,2025-12-04T21:34:51.780Z
SPX-USD,LONG,43,0.68945,-0.177993,-0.16469,0,-0.013303,0.68562,TRADE,2025-12-04T21:34:52.009Z
